No,Codigo,Descripcion,dai,isc,ispc,isv,nivel,nivel-padre,padre,partida
8499,8443.19.00.00,- - Los demás,0.00,0.00,0.00,0.15,10,3,8443.1,"- - Los demás | - Máquinas y aparatos para imprimir mediante planchas, cilindros y demás
elementos impresores de la partida 84.42: | Máquinas y aparatos para imprimir mediante planchas, cilindros y demás elementos impresores de la partida
84.42; las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí; partes y accesorios"
8500,8443.3,"- Las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí:",0.00,0.00,0.00,0.00,3,1,8443,"- Las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí: | Máquinas y aparatos para imprimir mediante planchas, cilindros y demás elementos impresores de la partida
84.42; las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí; partes y accesorios"
8501,8443.31.00.00,"- - Máquinas que efectúen dos o más de las siguientes funciones: impresión, copia o fax, aptas para ser conectadas a una máquina automática para tratamiento o procesamiento de datos o a una red",0.00,0.00,0.00,0.15,10,3,8443.3,"- - Máquinas que efectúen dos o más de las siguientes funciones: impresión, copia o fax, aptas para ser conectadas a una máquina automática para tratamiento o procesamiento de datos o a una red | - Las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí: | Máquinas y aparatos para imprimir mediante planchas, cilindros y demás elementos impresores de la partida
84.42; las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí; partes y accesorios"
8502,8443.32.00.00,"- - Las demás, aptas para ser conectadas a una máquina automática para tratamiento o procesamiento de datos o a una red",0.00,0.00,0.00,0.15,10,3,8443.3,"- - Las demás, aptas para ser conectadas a una máquina automática para tratamiento o procesamiento de datos o a una red | - Las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí: | Máquinas y aparatos para imprimir mediante planchas, cilindros y demás elementos impresores de la partida
84.42; las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí; partes y accesorios"
8503,8443.39.00.00,- - Las demás,0.00,0.00,0.00,0.15,10,3,8443.3,"- - Las demás | - Las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí: | Máquinas y aparatos para imprimir mediante planchas, cilindros y demás elementos impresores de la partida
84.42; las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí; partes y accesorios"
8504,8443.9,- Partes y accesorios:,0.00,0.00,0.00,0.00,3,1,8443,"- Partes y accesorios: | Máquinas y aparatos para imprimir mediante planchas, cilindros y demás elementos impresores de la partida
84.42; las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí; partes y accesorios"
8505,8443.91.00.00,"- - Partes y accesorios de máquinas y aparatos para imprimir por medio de planchas, cilindros
y demás elementos impresores de la partida 84.42",0.00,0.00,0.00,0.15,10,3,8443.9,"- - Partes y accesorios de máquinas y aparatos para imprimir por medio de planchas, cilindros
y demás elementos impresores de la partida 84.42 | - Partes y accesorios: | Máquinas y aparatos para imprimir mediante planchas, cilindros y demás elementos impresores de la partida
84.42; las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí; partes y accesorios"
8506,8443.99.00.00,- - Los demás,0.00,0.00,0.00,0.15,10,3,8443.9,"- - Los demás | - Partes y accesorios: | Máquinas y aparatos para imprimir mediante planchas, cilindros y demás elementos impresores de la partida
84.42; las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí; partes y accesorios"
8507,8444.00.00.00,"MÁQUINAS PARA EXTRUDIR, ESTIRAR, TEXTURAR O CORTAR MATERIA TEXTIL SINTÉTICA O ARTIFICIAL",0.00,0.00,0.00,0.15,10,0,,#N/A
8508,8445,"MÁQUINAS PARA LA PREPARACIÓN DE MATERIA TEXTIL; MÁQUINAS PARA HILAR, DOBLAR O RETORCER MATERIA TEXTIL Y DEMÁS MÁQUINAS Y APARATOS PARA LA FABRICACIÓN DE HILADOS TEXTILES; MÁQUINAS PARA BOBINAR (INCLUIDAS LAS CANILLERAS) O DEVANAR MATERIA TEXTIL Y MÁQUINAS PARA LA PREPARACIÓN DE
HILADOS TEXTILES PARA SU UTILIZACIÓN EN LAS MÁQUINAS DE LAS PARTIDAS 84.46 u 84.47",0.00,0.00,0.00,0.00,1,0,,"Máquinas para la preparación de materia textil; máquinas para hilar, doblar o retorcer materia textil y demás máquinas y aparatos para la fabricación de hilados textiles; máquinas para bobinar (incluidas las canilleras) o devanar materia textil y máquinas para la preparación de
hilados textiles para su utilización en las máquinas de las partidas 84.46 u 84.47"
8509,8445.1,- Máquinas para la preparación de materia textil:,0.00,0.00,0.00,0.00,3,1,8445,"- Máquinas para la preparación de materia textil: | Máquinas para la preparación de materia textil; máquinas para hilar, doblar o retorcer materia textil y demás máquinas y aparatos para la fabricación de hilados textiles; máquinas para bobinar (incluidas las canilleras) o devanar materia textil y máquinas para la preparación de
hilados textiles para su utilización en las máquinas de las partidas 84.46 u 84.47"
8510,8445.11.00.00,- - Cardas,0.00,0.00,0.00,0.15,10,3,8445.1,"- - Cardas | - Máquinas para la preparación de materia textil: | Máquinas para la preparación de materia textil; máquinas para hilar, doblar o retorcer materia textil y demás máquinas y aparatos para la fabricación de hilados textiles; máquinas para bobinar (incluidas las canilleras) o devanar materia textil y máquinas para la preparación de
hilados textiles para su utilización en las máquinas de las partidas 84.46 u 84.47"
8511,8445.12.00.00,- - Peinadoras,0.00,0.00,0.00,0.15,10,3,8445.1,"- - Peinadoras | - Máquinas para la preparación de materia textil: | Máquinas para la preparación de materia textil; máquinas para hilar, doblar o retorcer materia textil y demás máquinas y aparatos para la fabricación de hilados textiles; máquinas para bobinar (incluidas las canilleras) o devanar materia textil y máquinas para la preparación de
hilados textiles para su utilización en las máquinas de las partidas 84.46 u 84.47"
8512,8445.13.00.00,- - Mecheras,0.00,0.00,0.00,0.15,10,3,8445.1,"- - Mecheras | - Máquinas para la preparación de materia textil: | Máquinas para la preparación de materia textil; máquinas para hilar, doblar o retorcer materia textil y demás máquinas y aparatos para la fabricación de hilados textiles; máquinas para bobinar (incluidas las canilleras) o devanar materia textil y máquinas para la preparación de
hilados textiles para su utilización en las máquinas de las partidas 84.46 u 84.47"
8513,8445.19.00.00,- - Las demás,0.00,0.00,0.00,0.15,10,3,8445.1,"- - Las demás | - Máquinas para la preparación de materia textil: | Máquinas para la preparación de materia textil; máquinas para hilar, doblar o retorcer materia textil y demás máquinas y aparatos para la fabricación de hilados textiles; máquinas para bobinar (incluidas las canilleras) o devanar materia textil y máquinas para la preparación de
hilados textiles para su utilización en las máquinas de las partidas 84.46 u 84.47"
8514,8445.20.00.00,- Máquinas para hilar materia textil,0.00,0.00,0.00,0.15,10,1,8445,"- Máquinas para hilar materia textil | Máquinas para la preparación de materia textil; máquinas para hilar, doblar o retorcer materia textil y demás máquinas y aparatos para la fabricación de hilados textiles; máquinas para bobinar (incluidas las canilleras) o devanar materia textil y máquinas para la preparación de
hilados textiles para su utilización en las máquinas de las partidas 84.46 u 84.47"
8515,8445.30.00.00,- Máquinas para doblar o retorcer materia textil,0.00,0.00,0.00,0.15,10,1,8445,"- Máquinas para doblar o retorcer materia textil | Máquinas para la preparación de materia textil; máquinas para hilar, doblar o retorcer materia textil y demás máquinas y aparatos para la fabricación de hilados textiles; máquinas para bobinar (incluidas las canilleras) o devanar materia textil y máquinas para la preparación de
hilados textiles para su utilización en las máquinas de las partidas 84.46 u 84.47"
8516,8445.40.00.00,- Máquinas para bobinar (incluidas las canilleras) o devanar materia textil,0.00,0.00,0.00,0.15,10,1,8445,"- Máquinas para bobinar (incluidas las canilleras) o devanar materia textil | Máquinas para la preparación de materia textil; máquinas para hilar, doblar o retorcer materia textil y demás máquinas y aparatos para la fabricación de hilados textiles; máquinas para bobinar (incluidas las canilleras) o devanar materia textil y máquinas para la preparación de
hilados textiles para su utilización en las máquinas de las partidas 84.46 u 84.47"
8517,8445.90.00.00,- Los demás,0.00,0.00,0.00,0.15,10,1,8445,"- Los demás | Máquinas para la preparación de materia textil; máquinas para hilar, doblar o retorcer materia textil y demás máquinas y aparatos para la fabricación de hilados textiles; máquinas para bobinar (incluidas las canilleras) o devanar materia textil y máquinas para la preparación de
hilados textiles para su utilización en las máquinas de las partidas 84.46 u 84.47"
8518,8446,TELARES,0.00,0.00,0.00,0.00,1,0,,Telares
8519,8446.10.00.00,- Para tejidos de anchura inferior o igual a 30 cm,0.00,0.00,0.00,0.15,10,1,8446,- Para tejidos de anchura inferior o igual a 30 cm | Telares
8520,8446.2,"- Para tejidos de anchura superior a 30 cm, de lanzadera:",0.00,0.00,0.00,0.00,3,1,8446,"- Para tejidos de anchura superior a 30 cm, de lanzadera: | Telares"
8521,8446.21.00.00,- - De motor,0.00,0.00,0.00,0.15,10,3,8446.2,"- - De motor | - Para tejidos de anchura superior a 30 cm, de lanzadera: | Telares"
8522,8446.29.00.00,- - Los demás,0.00,0.00,0.00,0.15,10,3,8446.2,"- - Los demás | - Para tejidos de anchura superior a 30 cm, de lanzadera: | Telares"
8523,8446.30.00.00,"- Para tejidos de anchura superior a 30 cm, sin lanzadera",0.00,0.00,0.00,0.15,10,1,8446,"- Para tejidos de anchura superior a 30 cm, sin lanzadera | Telares"
8524,8447,"MÁQUINAS DE TRICOTAR, DE COSER POR CADENETA, DE ENTORCHAR, DE FABRICAR TUL, ENCAJE, BORDADOS, PASAMANERÍA, TRENZAS, REDES O DE INSERTAR MECHONES",0.00,0.00,0.00,0.00,1,0,,"Máquinas de tricotar, de coser por cadeneta, de entorchar, de fabricar tul, encaje, bordados, pasamanería, trenzas, redes o de insertar mechones"
8525,8447.1,- Máquinas circulares de tricotar:,0.00,0.00,0.00,0.00,3,1,8447,"- Máquinas circulares de tricotar: | Máquinas de tricotar, de coser por cadeneta, de entorchar, de fabricar tul, encaje, bordados, pasamanería, trenzas, redes o de insertar mechones"
8526,8447.11.00.00,- - Con cilindro de diámetro inferior o igual a 165 mm,0.00,0.00,0.00,0.15,10,3,8447.1,"- - Con cilindro de diámetro inferior o igual a 165 mm | - Máquinas circulares de tricotar: | Máquinas de tricotar, de coser por cadeneta, de entorchar, de fabricar tul, encaje, bordados, pasamanería, trenzas, redes o de insertar mechones"
8527,8447.12.00.00,- - Con cilindro de diámetro superior a 165 mm,0.00,0.00,0.00,0.15,10,3,8447.1,"- - Con cilindro de diámetro superior a 165 mm | - Máquinas circulares de tricotar: | Máquinas de tricotar, de coser por cadeneta, de entorchar, de fabricar tul, encaje, bordados, pasamanería, trenzas, redes o de insertar mechones"
8528,8447.20.00.00,- Máquinas rectilíneas de tricotar; máquinas de coser por cadeneta,0.00,0.00,0.00,0.15,10,1,8447,"- Máquinas rectilíneas de tricotar; máquinas de coser por cadeneta | Máquinas de tricotar, de coser por cadeneta, de entorchar, de fabricar tul, encaje, bordados, pasamanería, trenzas, redes o de insertar mechones"
8529,8447.90.00.00,- Las demás,0.00,0.00,0.00,0.15,10,1,8447,"- Las demás | Máquinas de tricotar, de coser por cadeneta, de entorchar, de fabricar tul, encaje, bordados, pasamanería, trenzas, redes o de insertar mechones"
8530,8448,"MÁQUINAS Y APARATOS AUXILIARES PARA LAS MÁQUINAS DE LAS PARTIDAS 84.44, 84.45, 84.46 u 84.47 (POR EJEMPLO: MAQUINITAS PARA LIZOS, MECANISMOS JACQUARD, PARAURDIMBRES Y PARATRAMAS, MECANISMOS DE CAMBIO DE LANZADERA); PARTES Y ACCESORIOS IDENTIFICABLES COMO DESTINADOS, EXCLUSIVA O PRINCIPALMENTE, A LAS MÁQUINAS DE ESTA PARTIDA O DE LAS PARTIDAS 84.44, 84.45, 84.46 u 84.47 (POR EJEMPLO: HUSOS, ALETAS, GUARNICIONES DE CARDAS, PEINES, BARRETAS, HILERAS, LANZADERAS, LIZOS Y CUADROS DE LIZOS, AGUJAS, PLATINAS, GANCHOS)",0.00,0.00,0.00,0.00,1,0,,"Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8531,8448.1,"- Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46
u 84.47:",0.00,0.00,0.00,0.00,3,1,8448,"- Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46
u 84.47: | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8532,8448.11.00.00,"- - Maquinitas para lizos y mecanismos Jacquard; reductoras, perforadoras y copiadoras de cartones; máquinas para unir cartones después de perforados",0.00,0.00,0.00,0.15,10,3,8448.1,"- - Maquinitas para lizos y mecanismos Jacquard; reductoras, perforadoras y copiadoras de cartones; máquinas para unir cartones después de perforados | - Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46
u 84.47: | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8533,8448.19.00.00,- - Los demás,0.00,0.00,0.00,0.15,10,3,8448.1,"- - Los demás | - Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46
u 84.47: | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8534,8448.20.00.00,- Partes y accesorios de las máquinas de la partida 84.44 o de sus máquinas o aparatos auxiliares,0.00,0.00,0.00,0.15,10,1,8448,"- Partes y accesorios de las máquinas de la partida 84.44 o de sus máquinas o aparatos auxiliares | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8535,8448.3,- Partes y accesorios de las máquinas de la partida 84.45 o de sus máquinas o aparatos auxiliares:,0.00,0.00,0.00,0.00,3,1,8448,"- Partes y accesorios de las máquinas de la partida 84.45 o de sus máquinas o aparatos auxiliares: | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8536,8448.31.00.00,- - Guarniciones de cardas,0.00,0.00,0.00,0.15,10,3,8448.3,"- - Guarniciones de cardas | - Partes y accesorios de las máquinas de la partida 84.45 o de sus máquinas o aparatos auxiliares: | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8537,8448.32.00.00,"- - De máquinas para la preparación de materia textil, excepto las guarniciones de cardas",0.00,0.00,0.00,0.15,10,3,8448.3,"- - De máquinas para la preparación de materia textil, excepto las guarniciones de cardas | - Partes y accesorios de las máquinas de la partida 84.45 o de sus máquinas o aparatos auxiliares: | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8538,8448.33.00.00,"- - Husos y sus aletas, anillos y cursores",0.00,0.00,0.00,0.15,10,3,8448.3,"- - Husos y sus aletas, anillos y cursores | - Partes y accesorios de las máquinas de la partida 84.45 o de sus máquinas o aparatos auxiliares: | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8539,8448.39.00.00,- - Los demás,0.00,0.00,0.00,0.15,10,3,8448.3,"- - Los demás | - Partes y accesorios de las máquinas de la partida 84.45 o de sus máquinas o aparatos auxiliares: | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8540,8448.4,- Partes y accesorios de telares o de sus máquinas o aparatos auxiliares:,0.00,0.00,0.00,0.00,3,1,8448,"- Partes y accesorios de telares o de sus máquinas o aparatos auxiliares: | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8541,8448.42.00.00,"- - Peines, lizos y cuadros de lizos",0.00,0.00,0.00,0.15,10,3,8448.4,"- - Peines, lizos y cuadros de lizos | - Partes y accesorios de telares o de sus máquinas o aparatos auxiliares: | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8542,8448.49,- - Los demás:,0.00,0.00,0.00,0.00,4,3,8448.4,"- - Los demás: | - Partes y accesorios de telares o de sus máquinas o aparatos auxiliares: | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8543,8448.49.10.00,- - - Lanzaderas,0.00,0.00,0.00,0.15,10,4,8448.49,"- - - Lanzaderas | - - Los demás: | - Partes y accesorios de telares o de sus máquinas o aparatos auxiliares: | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8544,8448.49.90.00,- - - Otros,0.00,0.00,0.00,0.15,10,4,8448.49,"- - - Otros | - - Los demás: | - Partes y accesorios de telares o de sus máquinas o aparatos auxiliares: | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8545,8448.5,- Partes y accesorios de máquinas o aparatos de la partida 84.47 o de sus máquinas o aparatos auxiliares:,0.00,0.00,0.00,0.00,3,1,8448,"- Partes y accesorios de máquinas o aparatos de la partida 84.47 o de sus máquinas o aparatos auxiliares: | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8546,8448.51.00.00,"- - Platinas, agujas y demás artículos que participen en la formación de mallas",0.00,0.00,0.00,0.15,10,3,8448.5,"- - Platinas, agujas y demás artículos que participen en la formación de mallas | - Partes y accesorios de máquinas o aparatos de la partida 84.47 o de sus máquinas o aparatos auxiliares: | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8547,8448.59.00.00,- - Los demás,0.00,0.00,0.00,0.15,10,3,8448.5,"- - Los demás | - Partes y accesorios de máquinas o aparatos de la partida 84.47 o de sus máquinas o aparatos auxiliares: | Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos)"
8548,8449.00.00.00,"MÁQUINAS Y APARATOS PARA LA FABRICACIÓN O ACABADO DEL FIELTRO O TELA SIN TEJER, EN PIEZA O CON FORMA, INCLUIDAS LAS MÁQUINAS Y APARATOS PARA LA FABRICACIÓN DE SOMBREROS DE FIELTRO; HORMAS PARA SOMBRERERÍA",0.00,0.00,0.00,0.15,10,0,,#N/A
8549,8450,"MÁQUINAS PARA LAVAR ROPA, INCLUSO CON DISPOSITIVO DE SECADO",0.00,0.00,0.00,0.00,1,0,,"Máquinas para lavar ropa, incluso con dispositivo de secado"
8550,8450.1,"- Máquinas de capacidad unitaria, expresada en peso de ropa seca, inferior o igual a 10 kg:",0.00,0.00,0.00,0.00,3,1,8450,"- Máquinas de capacidad unitaria, expresada en peso de ropa seca, inferior o igual a 10 kg: | Máquinas para lavar ropa, incluso con dispositivo de secado"
8551,8450.11.00.00,- - Máquinas totalmente automáticas,0.15,0.00,0.00,0.15,10,3,8450.1,"- - Máquinas totalmente automáticas | - Máquinas de capacidad unitaria, expresada en peso de ropa seca, inferior o igual a 10 kg: | Máquinas para lavar ropa, incluso con dispositivo de secado"
8552,8450.12.00.00,"- - Las demás máquinas, con secadora centrífuga incorporada",0.15,0.00,0.00,0.15,10,3,8450.1,"- - Las demás máquinas, con secadora centrífuga incorporada | - Máquinas de capacidad unitaria, expresada en peso de ropa seca, inferior o igual a 10 kg: | Máquinas para lavar ropa, incluso con dispositivo de secado"
8553,8450.19.00.00,- - Las demás,0.15,0.00,0.00,0.15,10,3,8450.1,"- - Las demás | - Máquinas de capacidad unitaria, expresada en peso de ropa seca, inferior o igual a 10 kg: | Máquinas para lavar ropa, incluso con dispositivo de secado"
8554,8450.20.00.00,"- Máquinas de capacidad unitaria, expresada en peso de ropa seca, superior a 10 kg",0.00,0.00,0.00,0.15,10,1,8450,"- Máquinas de capacidad unitaria, expresada en peso de ropa seca, superior a 10 kg | Máquinas para lavar ropa, incluso con dispositivo de secado"
8555,8450.90.00.00,- Partes,0.00,0.00,0.00,0.15,10,1,8450,"- Partes | Máquinas para lavar ropa, incluso con dispositivo de secado"
8556,8451,"MÁQUINAS Y APARATOS (EXCEPTO LAS MÁQUINAS DE LA PARTIDA 84.50) PARA LAVAR, LIMPIAR, ESCURRIR, SECAR, PLANCHAR, PRENSAR (INCLUIDAS LAS PRENSAS PARA FIJAR), BLANQUEAR, TEÑIR, APRESTAR, ACABAR, RECUBRIR O IMPREGNAR HILADOS, TELAS O MANUFACTURAS TEXTILES Y MÁQUINAS PARA EL REVESTIMIENTO DE TELAS U OTROS SOPORTES UTILIZADOS EN LA FABRICACIÓN DE CUBRESUELOS, TALES COMO LINÓLEO; MÁQUINAS PARA ENROLLAR, DESENROLLAR, PLEGAR, CORTAR O DENTAR TELAS",0.00,0.00,0.00,0.00,1,0,,"Máquinas y aparatos (excepto las máquinas de la partida 84.50) para lavar, limpiar, escurrir, secar, planchar, prensar (incluidas las prensas para fijar), blanquear, teñir, aprestar, acabar, recubrir o impregnar hilados, telas o manufacturas textiles y máquinas para el revestimiento de telas u otros soportes utilizados en la fabricación de cubresuelos, tales como linóleo; máquinas para enrollar, desenrollar, plegar, cortar o dentar telas"
